file,model,source,condition,locality,reference,hypothesis,latency_s
01-00622-03,indicwhisper,gramvaani,telephony,N/A,जो भी है पहले का पंचायत भवन पुराना टुटल फुटल उसमें हमलोग बैठक चलाते हैं तो उसमे बरसात के सीजन में पानी घुस जाता है और धँसने वाला भी है है कहीं बैठक के समय धँस गया तो फिर लोगों की,जो भी है पहले का पंचायत भवन पुराना टोटल फुटल उसमे हम लोग बैठक चलाते है तो उसमे बर्फबारी का सीजन में पानी घुट जाता है और दस मिनट वाला भी है कहीं बैठे समय दस जाएगा तो फिर लोगो की,38.144
01-10039-03,indicwhisper,gramvaani,telephony,N/A,ये खुल गया प्राइस बैंड चार सौ अठारह से चार सौ बाईस रूपए और मिनिमम लोट साइज़ इज़ पैंतीस शेयर रखा गया है आई पी ओ दस अगस्ट तक खुला रहेगा,ये खुल गया प्राइस बैंड चार सौ अठारह ऐसी चार सौ बाईस रूपए और मिनिमम लॉट साइज पैतीस शेयर रखा गया है आईपीओ दस अगस्त तक खुला रहेगा,28.278
01-03999-01,indicwhisper,gramvaani,telephony,N/A,की सर्विस लगा पर रोक लगा कर रख दिया गया है पैदल चलने वाले यात्रियों को बहुत दिक्कत होती हैं साथ ही दो पहिये वाहन तथा चार पहिये वाहन के गुजरने में भारी दिक्कतें होती है,सर्विस रोटर लगा कर दिया गया है पैदल चलने वाले यात्रियों को भी दिक्कतें होती है साथ ही दो पहिये वाहन तथा चार पहिये वाहन के सुधरने में भारी दिक्कतें होती है,29.612
02-12587-02,indicwhisper,gramvaani,telephony,N/A,से जिससे हमारा जीवन प्रभावित होती है होती है और आज भी हम एक ऐसे ही मुद्दे के साथ हाज़िर है आपके सामने,जिससे हमारा जीवन प्रभावित होती है और आज भी हम एक ऐसे ही मुद्दे के साथ हाज़िर है आपके सामने,17.523
01-11496-02,indicwhisper,gramvaani,telephony,N/A,अंत में समाचार खेल जगत से एशियाई खेल अंकिता के कांस्य के बाद भारत,में समाचार खेल जगत ऐसी एशियाई खेल अंकिता के कांस्य के बाद भारत,10.512
02-12399-02,indicwhisper,gramvaani,telephony,N/A,नमस्कार आदाब श्रोताओं देश के कौन कौन से किसान मज़दूर यूनियन काफ़ी संख्या में इकठ्ठा होकर सरकार से अपनी माँगों को लेकर दिल्ली के पार्लियामेंट स्ट्रीट में धरना,नमस्कार आदाब श्रोताओं देश के कौन कौन ऐसी किसान मजदूर यूनियन काफी संख्या में इकठ्ठा होकर सरकार ऐसी अपनी मांगों को लेकर डेल्ही के पार्लियामेंट स्टेट में धरना,31.532
01-09796-02,indicwhisper,gramvaani,telephony,N/A,का एलान भारत और इंग्लैंड के बीच नौ अगस्त से लॉर्ड्स में खेले जाने वाले वाले दूसरे टेस्ट मैच के लिए गयी है एक वेस्टर्न टेस्ट में इंग्लैंड ने भारत को इकतीस रन,का ऐलान भारत और इंग्लैंड के बीच नौ अगस्त में खेले जाने वाले दुसरे टेस्ट मैच के लिए में दी गयी है एक वेस्टर्न टेस्ट में इंग्लैंड ने भारत को इकतीस रन,30.933
01-07562-01,indicwhisper,gramvaani,telephony,N/A,आवश्यक है है किन्तु नियोजित शिक्षको की मामले में न्यूनतम वेतन अठारह हजार लागू नहीं किया गया है जिसके लिए,आवश्यक है किन्तु नियोजित शिक्षकों के मामले में न्यूनतम वेतन अठारह हजार लागू नहीं किया गया है जिसके लिए,20.17
01-04320-03,indicwhisper,gramvaani,telephony,N/A,मुंगेर नगर निगम की बदहाली व्यवस्था के कारण शहर वासियों को शुद्ध पेय जल नहीं मिल रहा है नगर निगम के साथ संचालित कस्तुरबा वॉटर वर्क्स,मुंगेर नगर निगम की बदहाली व्यवस्था के कारण शहरवासियों को शुद्ध पेय जल नहीं मिल रहा है नगर निगम के साथ संचालित वाटर बॉक्स,25.184
01-08017-03,indicwhisper,gramvaani,telephony,N/A,के बेहतरीन महिला को एक पारदर्शी महिला को पंचायत में इनका आ आरक्षण मिले और उसका विकास हो आने वाले दिन में,महिला को एक पारदर्शी महिला को पंचायत में इसका आयोजन मिले और इसका विकास हो आने वाले दिन में,15.587
01-10457-02,indicwhisper,gramvaani,telephony,N/A,इस देश के कई भाग से हैं जहाँ सिंचाई सुविधा के आभाव मैं बारिश पर निर्भर रहते हैं अगर बारिश समय पर नहीं हुए तो सारा फसल बर्बाद अब ऐसे मैं किसान करे तो क्या करे,इस देश के कई भाग ऐसे है जहाँ अधिकांश सिंचाई सुविधा के अभाव में खेली बारिश आरोप निर्भर रहते है और अगर बारिश समय आरोप नहीं हुई तो सारा फसल बर्बाद अब ऐसे में किसान करे तो क्या करे,39.066
02-14905-01,indicwhisper,gramvaani,telephony,N/A,श्री पावन भगत अशोक केसरी पवन केसरी विजय मिश्रा उदय लाहाकर प्रवीन मिश्रा मंटू भगत सहित गणेश मंदिर समिति के सभी सदस्य मौजुद वही बताते चले की मोबाइल वाणी के द्वारा ही,श्री पवन भगत अशोक केशरी पवन केशरी विजय मिश्रा उदय लहकार प्रवीण मिश्रा मंटू भगत सहित गणेश मंत्री समिति के सभी सदस्य मधु वही बताते चले की मोबाइल वाणी के द्वारा ही,36.7
02-17467-01,indicwhisper,gramvaani,telephony,N/A,मोबाइल वाणी के बेहद लोकप्रिय और ख़ास कार्यक्रम खबरें जरा हट के में आपका स्वागत है,मोबाइल वाणी के बेहद लोकप्रिय और खास कार्यक्रम खबरें जरा हटके में आपका स्वागत है,15.945
01-00097-03,indicwhisper,gramvaani,telephony,N/A,इस मध्य प्रदेश मोबाइल वाणी के सभी सुनने वाले श्रोताओं को और मेरे मित्रों को सभी को हार्दिक हार्दिक शुभकामनाएं धन्यवाद नमस्कार,इस मध्य प्रदेश मोबाइल वाणी के सभी सुनने वाले श्रोताओं को और मेरे मित्रों को सभी को हार्दिक हार्दिक शुभकामनाएँ धन्यवाद नमस्कार,24.654
02-13426-02,indicwhisper,gramvaani,telephony,N/A,आँगनबाड़ी सहायिकाओं को पन्द्रह सौ रूपए के स्थान पर बाईस सौ सौ पचास रूपए मिलेंगे और अब ख़बर खेल जगत से कुछ देर में शुरू होगा पाँचवें दिन दिन का खेल शाख बचाने को उतरेगी टीम इंडिया ख़बर है नई दिल्ली से,आंगनबाड़ी सहायिकाओं को पंद्रह सौ रूपए के स्थान आरोप बाईस सौ पचास रूपए मिलेंगे और अब खबर खेल जगत ऐसी कुछ देर में शुरू होगा पांचवे दिन का खेल सात बच्चों ने उतरे की टीम इंडिया खबर है नई डेल्ही ऐसी,46.85
02-14654-01,indicwhisper,gramvaani,telephony,N/A,याद है की मनरेगा में लंबित मजदूरी भुगतान नहीं होने के सम्बन्ध में शिकायतें प्राप्त हो रही थी राज्य शासन द्वारा शिकायतों के निराकरण के लिए ग्राम पंचायतों में कलस्टर,ज्ञात है की मनरेगा में लंबित मजदूरी भुगतान नहीं होने के सम्बन्ध में शिकायतें प्राप्त हो रही थी राज्य शासन द्वारा शिकायतों के निराकरण के लिए ग्राम पंचायतों में कलस्टर,34.609
01-03123-03,indicwhisper,gramvaani,telephony,N/A,फ़िलहाल जारी अधिकतम तापमान का ट्रेंड गेहूं और दलहन का  यदि तापमान का रुख ऐसा ही जारी रहा,फिलहाल जारी अधिकतम तापमान का ट्रेंड गेहू और दलहन की फसल यदि तापमान का रूप ऐसा ही जारी रहा,16.765
02-12354-02,indicwhisper,gramvaani,telephony,N/A,तिलका मांझी भागलपुर विश्वविद्यालय प्रशासन ने बी ए फर्स्ट इयर दो हज़ार सतरह उन्नीस का परीक्षा कार्यक्रम घोषित कर दिया है परीक्षा दूसरी पाली में दो बजे,तिलका मानी भागलपुर विश्वविद्यालय प्रसाशन ने बी एड फर्स्ट ईयर दो हजार सत्रह उन्नीस का परीक्षा कार्यक्रम घोषित कर दिया है परीक्षा दूसरी पाली में दो बजे,31.952
01-07629-02,indicwhisper,gramvaani,telephony,N/A,और पछताना नहीं पड़ता है बहुत से ऐसे गाँव के विद्यार्थी को मैंने देखा है की कई,और पहचाना नहीं पड़ता है बहुत से ऐसे गाँव के विद्यार्थियों को मैंने देखा है की परीक्ष,15.08
01-06461-03,indicwhisper,gramvaani,telephony,N/A,मुंगेर प्रखंड क्षेत्र में बिजली के लिए हाहाकार मचा हुआ है चौबीस घंटे में से मात्र आठ से बारह घंटे तक भी बिजली नहीं मिलती है,मुंगेर प्रखंड क्षेत्र में बिजली के लिए आकर मचा हुआ है चौदह घंटे में ऐसी मात्र आठ ऐसी बारह घंटे तक वो बिजली नहीं मिलती है,24.167
13-00159-01,indicwhisper,gramvaani,telephony,N/A,विरोधियों के बीच होने वाले इस मैच की तारीख से नाराज़ है बी सी सी ज है बी सी सी आई ने एशिया कप के कार्यक्रम में भारत और पाकिस्तान के मैच की मैच की तारीख पर आपत्ति जताई है,के बीच होने वाले इस मैच की तारीख़ ऐसी नाराज है बी सी सी आई ने एशिया कप के कार्यक्रम में भारत और पाकिस्तान की मैच की तारीख़ आरोप आपत्ति जताई है,26.844
01-03050-02,indicwhisper,gramvaani,telephony,N/A,मैं राजीव कुमार ठाकुर जिला मुंगेर मुंगेर की आवाज़ से बाबा धरमदास मंदिर के निर्माण समिति द्वारा संकल्प दिवस का आयोजन,मैं राजीव कुमार ठाकुर जिला मुंगेर मुंगेर की आवाज़ ऐसी बाबा धर्मदास मंदिर निर्माण समिति द्वारा संकल्प दिवस का आयोजन,22.726
01-04208-01,indicwhisper,gramvaani,telephony,N/A,एक राज्य की छवि छवि खराब करने की ही और दूसरी राज्य को अपने शिक्षा व्यवस्था को ज्यादा गंभीरता से लेने के लिए बाध्य करने की करने की बिहार बोर्ड की परीक्षा में अभिभावकों द्वारा खुलेआम नकल कराने की तस्वीर दुनिया भर में चर्चित हुई थी,एक राज्य की खरीद खराब करने की और दुसरे राज्य को अपनी शिक्षा व्यवस्था को ज्यादा गंभीरता ऐसी लेने के लिए बात करने की बिहार बोर्ड की परीक्षा में अभिभावकों द्वारा खुले आम नतम कराने की एक प्रक्रिया दुनिया भर में चर्चित हुई थी,54.036
02-21289-01,indicwhisper,gramvaani,telephony,N/A,डेढ़ साल पहले ही हम शादी के बंधन में बंधे है इस घर के इकलौते बेटे होने के नाते बचपन से ही सबके लाड प्यार ने इन्हे बिगाड़ रखा है रखा है सुबह से शाम ये अपने काम पर रहते है,डेढ़ साल पहले ही हम शादी के बंधन में बंधे है इस घर के इकलौते बेटे होने के नाते बचपन ऐसी ही सबके लाल प्यार ने इन्हें बिगाड रखा है सुबह ऐसी शाम ये अपने काम आरोप रहते है,34.781
02-13499-02,indicwhisper,gramvaani,telephony,N/A,मोदी सरकार ने आशा कार्यकर्ताओं का भत्ता दो गुना किया प्रधानमंत्री बीमा भी मुफ्त मिलेगा,मोदी सरकार ने आशा कार्यकर्ताओं का भत्ता दोगुना किया प्रधान मंत्री बीमा भी मुफ्त मिलेगा,15.265
01-06401-03,indicwhisper,gramvaani,telephony,N/A,लगभग तीन तीन सौ की आबादी वाले बरवाडीह गाँव ना एक कुआँ ना तालाब है नहाने के लिए यहाँ के लोगो को करीब डेढ़ किलोमीटर की दूरी तय कर,लगभग तीन तीन सौ की आबादी वाले पर्वतीय गाँव न एक गुआ न तालाब हैं नहाने के लिए यहाँ के लोगों को करीब डेढ़ किलोमीटर की दूरी तय कर,25.585
01-02125-02,indicwhisper,gramvaani,telephony,N/A,नमस्कार श्रोता मित्रों मेट्रिक की परीक्षा की शुरुआत शांतिपूर्ण तैतालिस परीक्षार्थी अनुपस्थित रहे मैं जेएम रंगीला कोऑर्डिनेटर बोकारो से झारखण्ड मोबाइल वाणी,नमस्कार श्रोता मित्रों मैं ऐसी की परीक्षा की शुरुआत शांति पूर्ण सैतालीस परीक्षार्थियों अनुपस्थित रहे मैं जी M रजिला कोऑर्डिनेटर बोकारो झारखण्ड मोबाइल वाणी,33.948
01-01990-01,indicwhisper,gramvaani,telephony,N/A,लेकिन वहाँ पर नीचे उतारने का भी अभी तक कोई रास्ता नहीं गया है वहाँ पर बहुत झाड़ झुड़ रहता है इसलिए मैं ग्राम वाणी के द्वारा सरकार से अनुरोध करना चाहता हूँ,लेकिन वहाँ आकर नीचे उतरने का अभी तक कोई रास्ता नहीं गया है वहाँ पे बहुत झाड़ जोड़ रहता है इसीलिए मैं ग्राम वाणी के द्वारा सरकार ऐसी अनुवोद करना चाहता हूँ,32.104
01-07043-02,indicwhisper,gramvaani,telephony,N/A,पुनः एक बार सहायता की की जाए धन्य धन्यवाद,पुनः एक बार सहायता की जाए धन्यवाद,7.654
01-02028-02,indicwhisper,gramvaani,telephony,N/A,उम्मीदवार होगी जिसे आम जन सामाजिक कार्यकर्ता कम और और राजनीती के रूप में अधिक जानेंगे इसमें कोई शक नहीं मैं राधू राय,उमीदवार होगी जिसे आम जन सामाजिक कार्यकर्ता कम और राजनीतिक के रूप में अधिक जानेंगे इसमें कोई शक नहीं चर्च में राधू राय,22.735
01-06650-01,indicwhisper,gramvaani,telephony,N/A,डालडा जो होता है उसमे आलू का मिश्रण मिश्रण हो रहा है तेल भी आज कल दोस्तों कोई खास ऑरिजनल नहीं आ रहा है तो आप और आपके परिवार प्लस आप आपके व्यवहारी,डाइटा जो होता है उसमे आलू का मिश्रण हो रहा है तेल भी आजकल दोस्तों कोई खास ऑर्जिनल नहीं आ रहा है तो आप और आपके परिवार प्लस आपके व्यवहारी,27.242
02-16456-01,indicwhisper,gramvaani,telephony,N/A,है एक वरिष्ट सरकारी अधिकारी ने बताया कि ये योजनायें सरकारी हो सकती हैं पेंशन बीमा और भविष्य निधि के क्षेत्रों में निजी खिलाडियों का संचालन कर सकती है,है एक वरिष्ट सरकारी अधिकारी ने बताया की ये योजनाएं सरकारी हो सकती है पेंशन बीमा और भविष्य निधि के क्षेत्रों में निजी खिलाड़ियों का संचालन कर सकती है,28.947
01-06529-02,indicwhisper,gramvaani,telephony,N/A,मैं ये वन प्रबंधन पदाधिकारी हजारीबाग से ये कहना चाहता हूँ की आप नक्शा पास केंद्र में गड्ढे नाले जहाँ भी हों वहाँ गड्ढा खोद कर के सारे,मैं एवं प्रबंधन पदाधिकारी हजारीबाग ऐसी मैं कहना चाहता हूँ की आप नक्शा पार्क के अन्दर में गड्ढे नाले जहाँ भी हो और गड्ढा खोद करके पारे,27.503
01-10685-03,indicwhisper,gramvaani,telephony,N/A,नया टाइम टेबल लागू किया है रतलाम रेल मंडल पर चलने वाली उनतीस उनतीस गाड़ियों की गति को बढ़ाया गया है है रतलाम मंडल से होकर जाने वाली कुल पैसठ गाड़ियों की,नया टाइम टेबल लागू किया है रतलाम रेल मंडल आरोप चलने वाली उनतीस उनतीस गाडियों की गति को बढ़ाया गया है रतलाम मंडल ऐसी होकर जाने वाली कुल पैंसठ गाडियों के,29.72
01-05003-02,indicwhisper,gramvaani,telephony,N/A,के नेता को कभी अकेले तो कभी संदिग्ध रूप से सत्ता मिला लेकिन जनता की कसौटी पर कोई भी खड़ा नहीं उतर नहीं उतर सका यही सबसे बड़ी चिंता की बात है,के नेता को कभी अकेले तो कभी संयुक्त रूप ऐसी सत्ता मिला लेकिन जनता की कसौटी आरोप कोई भी खड़ा नहीं उतर सका यही सबसे बड़ी चिंता की बात है,27.284
01-00960-03,indicwhisper,gramvaani,telephony,N/A,की जाती है परन्तु कं पुतना ने जब कृष्ण को अपना दुध पिला रहे थे मारने के लिए तब ही भगवान कृष्ण चमत्कार दिखाया की साथ साथ जो है की उनका,की जाती है परन्तु कम उतना नहीं जब किसानों को अपने आपस में दूध पिला रहे थे मारने के लिए तभी भगवान की समस्या दिखाया के साथ साथ जो है की उनका,27.124
02-12750-02,indicwhisper,gramvaani,telephony,N/A,नमस्कार श्रोताओं मैं सुनिधि लेकर आई हूँ बिहार मोबाइल वाणी पर शाम,नमस्कार श्रोताओं मैं सुनिधि लेकर आई हूँ बिहार मोबाइल वाणी आरोप शाम,12.176
01-08134-02,indicwhisper,gramvaani,telephony,N/A,परीक्षा नौ अगस्त को खबर है नई दिल्ली से रेलवे ने सहायक लोको तकनीशियनों की की छबीस हजार पाँच सौ दो नियुक्तियों के लिए परीक्षा की तारीख नौ,नौ अगस्त को खबर है नई डेल्ही ऐसी रेलवे ने सहायक लोगों तकनीशियों की छब्बीस हजार पाँच सौ दो रिक्तियों के लिए परीक्षा की तारीख नौ अगस्त,27.545
01-09492-02,indicwhisper,gramvaani,telephony,N/A,की है रूट लाइन व कतार के,की है रूट लाइन वगैरह कतार के,5.036
01-02482-01,indicwhisper,gramvaani,telephony,N/A,जयनगर अनुमंडल क्षेत्र से सुरेश कुमार गुप्ता जयनगर,जयनगर अनुमंडल ऐसी प्रेम कुमार गुप्ता जयनगर,9.397
02-19405-01,indicwhisper,gramvaani,telephony,N/A,होता ई है कि एस एस जी चूकि महिलाओं का समूह है तो तुम्हारी मेहरारू को,होता ये है की एस एस जी चुकी महिलाओं का समूह है तो तुम्हारी महिलाओं को,11.632
01-06986-01,indicwhisper,gramvaani,telephony,N/A,सब्जियों की दुकाने फलों फलों के ठेले और तरह तरह के ठेलों की यातायात को बाध्य कई जगहों पर सड़क किनारे लोगों ने घर बना लिया हैं उनके लिए सड़क ही आंगन बन जाता हैं,सब्जियों की दुकाने फलों के खेले और तरह तरह के पहलों की यातायात को बाधित कई जगहों पर सड़क किनारे लोगों ने घर बना लिया है उनके लिए सड़क ही आंगन बन जाता है,29.577
01-01715-03,indicwhisper,gramvaani,telephony,N/A,ये सुनना मैं बहुत पसंद करता हूँ मेरी जीवन में बदलाव की श्रण आती रहती है इसी के साथ में ये सन्देश देना चाहता हूँ बिहार मोबाइल वाणी के साथ,ये सुनना मैं बहुत पसंद करता हूँ मेरे जीवन में बदलाव आती रहती है इसी के साथ मैं ये सन्देश देना चाहता हूँ बिहार मोबाइल वाणी के साथ,26.588
01-09945-03,indicwhisper,gramvaani,telephony,N/A,अगर आपके आस पास या आपका क्षेत्रों में भी कुछ ऐसी ही खबरें हैं हैं जो ज़रा हटके हैं हैं तो हमें ज़रूर बताएं अपने मोबाइल में नंबर तीन दबा कर कर और साथ ही इसका,अगर आपके आस पास या आपके क्षेत्रो में भी कुछ ऐसी ही खबरें है जो जरा हटके है तो हमें जरुर बताए अपने मोबाइल में नंबर तीन दबाकर और साथ ही इसका,28.052
01-05555-02,indicwhisper,gramvaani,telephony,N/A,किसानों को यह जानकारी किसान पाठशाला लगाकर उपलब्ध कराई जाए की जानकारी प्रखंड पीसी ने बताया की ये कार्यक्रम  में चलाया जायेगा जिसके लिए चयन की प्रक्रि प्रक्रिया अंतिम चरण उन्होंने बताया की चयनित,किसानों को यह जानकारी किसान पाठशाला लगाकर उपलब्ध कराई जाएगी इसकी जानकारी प्रखंड कृषि ने बताया की यह कार्यक्रम बैठकों में चलाया जाएगा इसके लिए चयन की प्रक्रिया अंतिम चरम उन्होंने बताया की चयनित,43.94
02-15827-01,indicwhisper,gramvaani,telephony,N/A,सहकारी मुखिया सिकंदर  दिवाकर महतो उमेश कुमार चौबे चौबे मिथिलेश महाराज विनीत जैसवाल सोहेल अंसारी ने,मुखिया सिकंदर का पददा दिवाकर महतो उमेश कुमार चौबे मोबाइल मीडिया महाराज विनीत जयसवाल सोहैल अंसारी ने,19.268
01-11055-03,indicwhisper,gramvaani,telephony,N/A,कि कोई भी परेशानी होने पर आम लोग उनसे सीधा संपर्क कर सकते हैं एवं उनका हर मदद किया जाएगा इस कार्यक्रम को लेकर वहाँ उपस्थित लोगों के बीच,की कोई भी परेशानी होने आरोप आम लोग उनसे सीधा संपर्क कर सकते है एवं उनका हर मदद किया जायेगा इस कार्यक्रम को लेकर वहाँ उपस्थित लोगो के बीच,26.643
01-10891-03,indicwhisper,gramvaani,telephony,N/A,सरकारी विमान कंपनी एयर इंडिया के पायलटों के  अपने उड़ान भत्तों के बकायें का तत्काल भुगतान नहीं होने पर परिचालन पायलटों का कहना है कि अन्य कर्मचारियों के वेतन और भत्तों का देर से ही सही लेकिन पूरा भुगतान हो रहा हैं,सरकारी विमानन कंपनी एयर इंडिया के पायलटों के एक ने अपने उड़ान भत्तों के बकाया का तत्काल भुगतान नहीं होने आरोप परिचालन पायलटों का कहना है की अन्य कर्मचारियों के वेतन और भत्तों का देर से ही सही लेकिन पूरा भुगतान हो रहा है,46.891
02-18071-01,indicwhisper,gramvaani,telephony,N/A,हम लोगों को वेतन नहीं दिया जा रहा हैं इधर जिस आवास में हम लोग रहते हैं उस उसके मालिक को भी कंपनी की और से से ताला बंद करने का फरमान दिया गया है,ऐसी हम लोगों को वेतन नहीं दिया जा रहा है इधर जिस आवास में हम लोग रहते है उसके मालिक को भी कंपनी की ओर ऐसी ताला बंद करने का फरमान दिया गया है,25.335
02-17099-01,indicwhisper,gramvaani,telephony,N/A,मै रजनी कुमार सिंह जमुई से सोमवार को जिला परिषद की सामान्य बैठक अध्यक्ष व उपाध्यक्ष की,मैं रजनी कुमार सिंह जमुई ऐसी सोमवार को जिला परिषद की सामान्य बैठक अध्यक्ष वगैरह उपाध्यक्ष की,17.358
01-06730-01,indicwhisper,gramvaani,telephony,N/A,है काफी प्रदूषण को लेकर आम लोगों को भी को भी जागरूक होने जरुरत है अन्यथा एक ऐसा समय आएगा जब प्रदूषण के दूषण के कारण जीवन  धन्यवाद,साथ ही प्रदूषण को लेकर आम लोगों को भी जागरूक होना जरुरत है यह न था एक ऐसा समय आयेगा जब प्रदूषण के कारण जीवन का धन्यवाद,26.409
01-10262-03,indicwhisper,gramvaani,telephony,N/A,उद्देश्य है तभी तो इसमें सरकारी खर्च कल्याणकारी योजनाओं का चयन उनकी योजना का निष्पादन के तरीके और अनुवर्ती तरीके की लिए बहुत सारी विधियाँ होंगी,उद्देश्य है तभी तो इसमें सरकारी खर्च कल्याणकारी योजनाओं का चयन उनकी योजना का निष्पादन के तरीके और अनुवर्ती तरीके के लिए बहुत सारी विधियाँ होंगी,30.935
01-03753-01,indicwhisper,gramvaani,telephony,N/A,ग्राम पंचायत द्वारा प पानी की कोई सुविधा नहीं की जा रही है है यदि दि ग्राम पंचायत त द्वारा प पानी की कुछ की गयी है है तो,ग्राम पंचायत द्वारा पानी की कोई सुविधा नहीं की जा रही है यदि ग्राम पंचायत द्वारा पानी की कुछ की गयी है तो,20.524
01-01568-03,indicwhisper,gramvaani,telephony,N/A,और गुप्त रूप से छापामारी कर कार्रवाई करने का मापदंड अपनाने चाहिए मैं तेजनरायण ब्रह्मर्षि शान्ति प्रेरक की ओर से बिहार मोबाइल वाणी के लिए मधुबनी से से धन्यवाद,और गुप्त रूप ऐसी छापामारी कर राजवाई करने का मापदंड अपनाने चाहिए मैं तेज नरेंद्र महतो शांति की ओर ऐसी बिहार मोबाइल वाणी के लिए मधुबनी ऐसी धन्यवाद,31.56
01-00990-03,indicwhisper,gramvaani,telephony,N/A,दो महिना बीत जाने के बाद भी पोषाहार जो आंगनबाड़ी केन्द्रों धातृ माता बच्चों को दिया जाना है वो नहीं दी गई मैं झारखण्ड मोबाइल वाणी के माध्यम से,दो महिना बीत जाने के बाद भी आंगनबाड़ी केंद्रों में झारखण्ड मोबाइल वाणी के माध्यम ऐसी,25.127
01-11618-03,indicwhisper,gramvaani,telephony,N/A,इस मौके पर कम्युनिटी के सदस्य अद्या अमित कुमार भगत संपन गुप्ता सचिन नवीन बर्णवाल महासचिव सजन गुप्ता कोषाध्यक्ष मुन्ना केसरी प्रवीण मिश्रा राजेश मिश्रा भूपेश सिन्हा,इस मौके आरोप कपड़ती के सदस्य अजय अमित कुमार भगत पम्पम गुप्ता सचिन नवीन बंडवाल महासचिन रजन गुप्ता कोसा अध्यक्ष मुन्ना केसरी प्रदीप मिश्र राजेश मिश्रा भूपेश सिन्हा,37.422
01-04428-03,indicwhisper,gramvaani,telephony,N/A,सात प्रखंड कार्यालय में आधार कार्ड बनाने के लिए आयोजित तीन दिवसीय शिविर आज गुरुवार को समापन हो गया तीसरे और अंतिम दिन आधार कार्ड बनाने के लिए लोगो की काफी काफी भीड़ उमड़ पड़ी थी,राहत प्रखंड कार्यालय में आधार कार्ड बनाने के लिए आयोजित तीन दिवसीय शिविर आज गुरुवार को समापन हो गया तीसरे रन चीन दिन आधार कार्ड बनाने के लिए लोगो की काफी भीड़ उमड़ पड़ी थी,39.277
02-13646-02,indicwhisper,gramvaani,telephony,N/A,नमस्कार दोस्तों गिद्धौर मोबाइल वाणी से मैं संजीवन कुमार सिंह सुहागिन महिलाओं ने पति के दीर्घआयु के लिए आज रखा है निर्जला उपवास पति के दीर्घ आयु के लिए सुहागिन महिलाओं ने,नमस्कार दोस्तों विश्व मोबाइल वाणी ऐसी मई संजीवन कुमार सिंह सुहागिन महिलाओं ने पाती के दीर्घायु के लिए आय रखा है निर्जला हुआ पाती के दीर्घायु के लिए सुहागिन महिलाओं ने,36.262
01-05501-03,indicwhisper,gramvaani,telephony,N/A,देख छप्पन इंच का सीना आतंकवादियों को आया पसीना कह रहा है हिन्दू हिंदुस्तान सुधर जाओ रे पाकिस्तान,देश छप्पन इंच का सेना आतंकवादियों को आयात देना कर रहा है हिंदुस्तान सुधर जा रहे पाकिस्तान,16.813
01-01738-02,indicwhisper,gramvaani,telephony,N/A,भ्रष्टाचार शिष्टाचार बन गया है सभी जगह घूसखोरी निगरानी द्वारा उसी को पकड़ा जा रहा है जिस पर कोई पब्लिक पड़ गए हो और उसे पकड़वाया हो,भ्रष्टाचार शिष्टाचार बन गया है सभी जगह बुस्कोरी निगरानी द्वारा उसी को पकड़ा जा रहा है जिस आरोप कोई पब्लिक पड़ गए हो और उसे पकड़वाया हो,28.545
02-16847-01,indicwhisper,gramvaani,telephony,N/A,हाथुडीह को मिलेगा जल संकट से निजात चलेगा तालाब जोड़ो अभियान खबर है महुदा से अगर सब कुछ योजनाबद्ध तरीके से हुआ तो तो शीघ्र ही हाथुडीह पंचायत के लोगों,हाथो डी को मिलेगा जल संकट ऐसी निजात चलेगा तालाब जोड़ो अभियान खबर है महुदा ऐसी अगर सब कुछ योजनाबद्ध तरीके ऐसी हुआ तो शीघ्र ही हाथो डी पंचायत के लोगो,32.835
13-00315-05,indicwhisper,gramvaani,telephony,N/A,विधायक सांसद जाना तय होगा,विधायक सांसद रहना तय होगा,5.478
02-17346-01,indicwhisper,gramvaani,telephony,N/A,के अध्यक्षता में संपन्न मंत्री परिषद की बैठक के बैठक के बाद पत्रकारों को सम्बोधित करते हुए मंत्रिमंडल सचिवालय विभाग के प्रधान सचिव,की अधिकता में सम्पन्न मंत्री परिषद की बैठक के बाद पत्रकारों को सम्बोधित करते हुए मंत्रिमंडल सचिवालय विभाग के प्रधान सचिव,23.102
