file,model,source,condition,locality,reference,hypothesis,normalized_ref,normalized_hyp,latency_s,wer,cer,entity_hit
02-12354-02,indicwhisper,gramvaani,telephony,N/A,तिलका मांझी भागलपुर विश्वविद्यालय प्रशासन ने बी ए फर्स्ट इयर दो हज़ार सतरह उन्नीस का परीक्षा कार्यक्रम घोषित कर दिया है परीक्षा दूसरी पाली में दो बजे,तिलका मानी भागलपुर विश्वविद्यालय प्रसाशन ने बी एड फर्स्ट ईयर दो हजार सत्रह उन्नीस का परीक्षा कार्यक्रम घोषित कर दिया है परीक्षा दूसरी पाली में दो बजे,tilaka mamjhi bhagalapura vishvavidyalaya prashasana ne bi e pharsta iyara do hazara sataraha unnisa ka pariksha karyakrama ghoshita kara diya hai pariksha dusari pali mem do baje,tilaka mani bhagalapura vishvavidyalaya prasashana ne bi eda pharsta iyara do hajara satraha unnisa ka pariksha karyakrama ghoshita kara diya hai pariksha dusari pali mem do baje,31.952,0.18518518518518517,0.05027932960893855,
01-07629-02,indicwhisper,gramvaani,telephony,N/A,और पछताना नहीं पड़ता है बहुत से ऐसे गाँव के विद्यार्थी को मैंने देखा है की कई,और पहचाना नहीं पड़ता है बहुत से ऐसे गाँव के विद्यार्थियों को मैंने देखा है की परीक्ष,aura pachatana nahim pa data hai bahuta se aise ga nva ke vidyarthi ko maimne dekha hai ki kai,aura pahachana nahim pa data hai bahuta se aise ga nva ke vidyarthiyom ko maimne dekha hai ki pariksha,15.08,0.15789473684210525,0.1276595744680851,
01-06461-03,indicwhisper,gramvaani,telephony,N/A,मुंगेर प्रखंड क्षेत्र में बिजली के लिए हाहाकार मचा हुआ है चौबीस घंटे में से मात्र आठ से बारह घंटे तक भी बिजली नहीं मिलती है,मुंगेर प्रखंड क्षेत्र में बिजली के लिए आकर मचा हुआ है चौदह घंटे में ऐसी मात्र आठ ऐसी बारह घंटे तक वो बिजली नहीं मिलती है,mumgera prakhamda kshetra mem bijali ke lie hahakara macha hua hai chaubisa ghamte mem se matra atha se baraha ghamte taka bhi bijali nahim milati hai,mumgera prakhamda kshetra mem bijali ke lie akara macha hua hai chaudaha ghamte mem aisi matra atha aisi baraha ghamte taka vo bijali nahim milati hai,24.167,0.19230769230769232,0.1,
13-00159-01,indicwhisper,gramvaani,telephony,N/A,विरोधियों के बीच होने वाले इस मैच की तारीख से नाराज़ है बी सी सी ज है बी सी सी आई ने एशिया कप के कार्यक्रम में भारत और पाकिस्तान के मैच की मैच की तारीख पर आपत्ति जताई है,के बीच होने वाले इस मैच की तारीख़ ऐसी नाराज है बी सी सी आई ने एशिया कप के कार्यक्रम में भारत और पाकिस्तान की मैच की तारीख़ आरोप आपत्ति जताई है,virodhiyom ke bicha hone vale isa maicha ki tarikha se naraza hai bi si si ja hai bi si si ai ne eshiya kapa ke karyakrama mem bharata aura pakistana ke maicha ki maicha ki tarikha para apatti jatai hai,ke bicha hone vale isa maicha ki tarika aisi naraja hai bi si si ai ne eshiya kapa ke karyakrama mem bharata aura pakistana ki maicha ki tarika aropa apatti jatai hai,26.844,0.325,0.22277227722772278,
01-03050-02,indicwhisper,gramvaani,telephony,N/A,मैं राजीव कुमार ठाकुर जिला मुंगेर मुंगेर की आवाज़ से बाबा धरमदास मंदिर के निर्माण समिति द्वारा संकल्प दिवस का आयोजन,मैं राजीव कुमार ठाकुर जिला मुंगेर मुंगेर की आवाज़ ऐसी बाबा धर्मदास मंदिर निर्माण समिति द्वारा संकल्प दिवस का आयोजन,maim rajiva kumara thakura jila mumgera mumgera ki avaza se baba dharamadasa mamdira ke nirmana samiti dvara samkalpa divasa ka ayojana,maim rajiva kumara thakura jila mumgera mumgera ki avaza aisi baba dharmadasa mamdira nirmana samiti dvara samkalpa divasa ka ayojana,22.726,0.14285714285714285,0.05185185185185185,
01-04208-01,indicwhisper,gramvaani,telephony,N/A,एक राज्य की छवि छवि खराब करने की ही और दूसरी राज्य को अपने शिक्षा व्यवस्था को ज्यादा गंभीरता से लेने के लिए बाध्य करने की करने की बिहार बोर्ड की परीक्षा में अभिभावकों द्वारा खुलेआम नकल कराने की तस्वीर दुनिया भर में चर्चित हुई थी,एक राज्य की खरीद खराब करने की और दुसरे राज्य को अपनी शिक्षा व्यवस्था को ज्यादा गंभीरता ऐसी लेने के लिए बात करने की बिहार बोर्ड की परीक्षा में अभिभावकों द्वारा खुले आम नतम कराने की एक प्रक्रिया दुनिया भर में चर्चित हुई थी,eka rajya ki chavi chavi kharaba karane ki hi aura dusari rajya ko apane shiksha vyavastha ko jyada gambhirata se lene ke lie badhya karane ki karane ki bihara borda ki pariksha mem abhibhavakom dvara khuleama nakala karane ki tasvira duniya bhara mem charchita hui thi,eka rajya ki kharida kharaba karane ki aura dusare rajya ko apani shiksha vyavastha ko jyada gambhirata aisi lene ke lie bata karane ki bihara borda ki pariksha mem abhibhavakom dvara khule ama natama karane ki eka prakriya duniya bhara mem charchita hui thi,54.036,0.30434782608695654,0.14869888475836432,
02-21289-01,indicwhisper,gramvaani,telephony,N/A,डेढ़ साल पहले ही हम शादी के बंधन में बंधे है इस घर के इकलौते बेटे होने के नाते बचपन से ही सबके लाड प्यार ने इन्हे बिगाड़ रखा है रखा है सुबह से शाम ये अपने काम पर रहते है,डेढ़ साल पहले ही हम शादी के बंधन में बंधे है इस घर के इकलौते बेटे होने के नाते बचपन ऐसी ही सबके लाल प्यार ने इन्हें बिगाड रखा है सुबह ऐसी शाम ये अपने काम आरोप रहते है,deढ़ sala pahale hi hama shadi ke bamdhana mem bamdhe hai isa ghara ke ikalaute bete hone ke nate bachapana se hi sabake lada pyara ne inhe biga da rakha hai rakha hai subaha se shama ye apane kama para rahate hai,deढ़ sala pahale hi hama shadi ke bamdhana mem bamdhe hai isa ghara ke ikalaute bete hone ke nate bachapana aisi hi sabake lala pyara ne inhem bigada rakha hai subaha aisi shama ye apane kama aropa rahate hai,34.781,0.21428571428571427,0.10377358490566038,
02-13499-02,indicwhisper,gramvaani,telephony,N/A,मोदी सरकार ने आशा कार्यकर्ताओं का भत्ता दो गुना किया प्रधानमंत्री बीमा भी मुफ्त मिलेगा,मोदी सरकार ने आशा कार्यकर्ताओं का भत्ता दोगुना किया प्रधान मंत्री बीमा भी मुफ्त मिलेगा,modi sarakara ne asha karyakartaom ka bhatta do guna kiya pradhanamamtri bima bhi muphta milega,modi sarakara ne asha karyakartaom ka bhatta doguna kiya pradhana mamtri bima bhi muphta milega,15.265,0.26666666666666666,0.021052631578947368,
01-06401-03,indicwhisper,gramvaani,telephony,N/A,लगभग तीन तीन सौ की आबादी वाले बरवाडीह गाँव ना एक कुआँ ना तालाब है नहाने के लिए यहाँ के लोगो को करीब डेढ़ किलोमीटर की दूरी तय कर,लगभग तीन तीन सौ की आबादी वाले पर्वतीय गाँव न एक गुआ न तालाब हैं नहाने के लिए यहाँ के लोगों को करीब डेढ़ किलोमीटर की दूरी तय कर,lagabhaga tina tina sau ki abadi vale baravadiha ga nva na eka kua n na talaba hai nahane ke lie yaha n ke logo ko kariba deढ़ kilomitara ki duri taya kara,lagabhaga tina tina sau ki abadi vale parvatiya ga nva na eka gua na talaba haim nahane ke lie yaha n ke logom ko kariba deढ़ kilomitara ki duri taya kara,25.585,0.15625,0.05844155844155844,
01-02125-02,indicwhisper,gramvaani,telephony,N/A,नमस्कार श्रोता मित्रों मेट्रिक की परीक्षा की शुरुआत शांतिपूर्ण तैतालिस परीक्षार्थी अनुपस्थित रहे मैं जेएम रंगीला कोऑर्डिनेटर बोकारो से झारखण्ड मोबाइल वाणी,नमस्कार श्रोता मित्रों मैं ऐसी की परीक्षा की शुरुआत शांति पूर्ण सैतालीस परीक्षार्थियों अनुपस्थित रहे मैं जी M रजिला कोऑर्डिनेटर बोकारो झारखण्ड मोबाइल वाणी,namaskara shrota mitrom metrika ki pariksha ki shuruata shamtipurna taitalisa pariksharthi anupasthita rahe maim jeema ramgila koऑrdinetara bokaro se jharakhanda mobaila vani,namaskara shrota mitrom maim aisi ki pariksha ki shuruata shamti purna saitalisa pariksharthiyom anupasthita rahe maim ji m rajila koऑrdinetara bokaro jharakhanda mobaila vani,33.948,0.45454545454545453,0.11494252873563218,
01-01990-01,indicwhisper,gramvaani,telephony,N/A,लेकिन वहाँ पर नीचे उतारने का भी अभी तक कोई रास्ता नहीं गया है वहाँ पर बहुत झाड़ झुड़ रहता है इसलिए मैं ग्राम वाणी के द्वारा सरकार से अनुरोध करना चाहता हूँ,लेकिन वहाँ आकर नीचे उतरने का अभी तक कोई रास्ता नहीं गया है वहाँ पे बहुत झाड़ जोड़ रहता है इसीलिए मैं ग्राम वाणी के द्वारा सरकार ऐसी अनुवोद करना चाहता हूँ,lekina vaha n para niche utarane ka bhi abhi taka koi rasta nahim gaya hai vaha n para bahuta jha da jhu da rahata hai isalie maim grama vani ke dvara sarakara se anurodha karana chahata hu n,lekina vaha n akara niche utarane ka abhi taka koi rasta nahim gaya hai vaha n pe bahuta jha da jo da rahata hai isilie maim grama vani ke dvara sarakara aisi anuvoda karana chahata hu n,32.104,0.18421052631578946,0.08900523560209424,
01-07043-02,indicwhisper,gramvaani,telephony,N/A,पुनः एक बार सहायता की की जाए धन्य धन्यवाद,पुनः एक बार सहायता की जाए धन्यवाद,punah eka bara sahayata ki ki jae dhanya dhanyavada,punah eka bara sahayata ki jae dhanyavada,7.654,0.2222222222222222,0.19607843137254902,
01-02028-02,indicwhisper,gramvaani,telephony,N/A,उम्मीदवार होगी जिसे आम जन सामाजिक कार्यकर्ता कम और और राजनीती के रूप में अधिक जानेंगे इसमें कोई शक नहीं मैं राधू राय,उमीदवार होगी जिसे आम जन सामाजिक कार्यकर्ता कम और राजनीतिक के रूप में अधिक जानेंगे इसमें कोई शक नहीं चर्च में राधू राय,ummidavara hogi jise ama jana samajika karyakarta kama aura aura rajaniti ke rupa mem adhika janemge isamem koi shaka nahim maim radhu raya,umidavara hogi jise ama jana samajika karyakarta kama aura rajanitika ke rupa mem adhika janemge isamem koi shaka nahim charcha mem radhu raya,22.735,0.21739130434782608,0.1223021582733813,
01-06650-01,indicwhisper,gramvaani,telephony,N/A,डालडा जो होता है उसमे आलू का मिश्रण मिश्रण हो रहा है तेल भी आज कल दोस्तों कोई खास ऑरिजनल नहीं आ रहा है तो आप और आपके परिवार प्लस आप आपके व्यवहारी,डाइटा जो होता है उसमे आलू का मिश्रण हो रहा है तेल भी आजकल दोस्तों कोई खास ऑर्जिनल नहीं आ रहा है तो आप और आपके परिवार प्लस आपके व्यवहारी,dalada jo hota hai usame alu ka mishrana mishrana ho raha hai tela bhi aja kala dostom koi khasa ऑrijanala nahim a raha hai to apa aura apake parivara plasa apa apake vyavahari,daita jo hota hai usame alu ka mishrana ho raha hai tela bhi ajakala dostom koi khasa ऑrjinala nahim a raha hai to apa aura apake parivara plasa apake vyavahari,27.242,0.18181818181818182,0.10795454545454546,
02-16456-01,indicwhisper,gramvaani,telephony,N/A,है एक वरिष्ट सरकारी अधिकारी ने बताया कि ये योजनायें सरकारी हो सकती हैं पेंशन बीमा और भविष्य निधि के क्षेत्रों में निजी खिलाडियों का संचालन कर सकती है,है एक वरिष्ट सरकारी अधिकारी ने बताया की ये योजनाएं सरकारी हो सकती है पेंशन बीमा और भविष्य निधि के क्षेत्रों में निजी खिलाड़ियों का संचालन कर सकती है,hai eka varishta sarakari adhikari ne bataya ki ye yojanayem sarakari ho sakati haim pemshana bima aura bhavishya nidhi ke kshetrom mem niji khiladiyom ka samchalana kara sakati hai,hai eka varishta sarakari adhikari ne bataya ki ye yojanaem sarakari ho sakati hai pemshana bima aura bhavishya nidhi ke kshetrom mem niji khila diyom ka samchalana kara sakati hai,28.947,0.13793103448275862,0.016574585635359115,
01-06529-02,indicwhisper,gramvaani,telephony,N/A,मैं ये वन प्रबंधन पदाधिकारी हजारीबाग से ये कहना चाहता हूँ की आप नक्शा पास केंद्र में गड्ढे नाले जहाँ भी हों वहाँ गड्ढा खोद कर के सारे,मैं एवं प्रबंधन पदाधिकारी हजारीबाग ऐसी मैं कहना चाहता हूँ की आप नक्शा पार्क के अन्दर में गड्ढे नाले जहाँ भी हो और गड्ढा खोद करके पारे,maim ye vana prabamdhana padadhikari hajaribaga se ye kahana chahata hu n ki apa naksha pasa kemdra mem gaddhe nale jaha n bhi hom vaha n gaddha khoda kara ke sare,maim evam prabamdhana padadhikari hajaribaga aisi maim kahana chahata hu n ki apa naksha parka ke andara mem gaddhe nale jaha n bhi ho aura gaddha khoda karake pare,27.503,0.41935483870967744,0.15337423312883436,
01-10685-03,indicwhisper,gramvaani,telephony,N/A,नया टाइम टेबल लागू किया है रतलाम रेल मंडल पर चलने वाली उनतीस उनतीस गाड़ियों की गति को बढ़ाया गया है है रतलाम मंडल से होकर जाने वाली कुल पैसठ गाड़ियों की,नया टाइम टेबल लागू किया है रतलाम रेल मंडल आरोप चलने वाली उनतीस उनतीस गाडियों की गति को बढ़ाया गया है रतलाम मंडल ऐसी होकर जाने वाली कुल पैंसठ गाडियों के,naya taima tebala lagu kiya hai ratalama rela mamdala para chalane vali unatisa unatisa ga diyom ki gati ko baढ़aya gaya hai hai ratalama mamdala se hokara jane vali kula paisatha ga diyom ki,naya taima tebala lagu kiya hai ratalama rela mamdala aropa chalane vali unatisa unatisa gadiyom ki gati ko baढ़aya gaya hai ratalama mamdala aisi hokara jane vali kula paimsatha gadiyom ke,29.72,0.2647058823529412,0.07368421052631578,
01-05003-02,indicwhisper,gramvaani,telephony,N/A,के नेता को कभी अकेले तो कभी संदिग्ध रूप से सत्ता मिला लेकिन जनता की कसौटी पर कोई भी खड़ा नहीं उतर नहीं उतर सका यही सबसे बड़ी चिंता की बात है,के नेता को कभी अकेले तो कभी संयुक्त रूप ऐसी सत्ता मिला लेकिन जनता की कसौटी आरोप कोई भी खड़ा नहीं उतर सका यही सबसे बड़ी चिंता की बात है,ke neta ko kabhi akele to kabhi samdigdha rupa se satta mila lekina janata ki kasauti para koi bhi kha da nahim utara nahim utara saka yahi sabase ba di chimta ki bata hai,ke neta ko kabhi akele to kabhi samyukta rupa aisi satta mila lekina janata ki kasauti aropa koi bhi kha da nahim utara saka yahi sabase ba di chimta ki bata hai,27.284,0.14705882352941177,0.13450292397660818,
01-00960-03,indicwhisper,gramvaani,telephony,N/A,की जाती है परन्तु कं पुतना ने जब कृष्ण को अपना दुध पिला रहे थे मारने के लिए तब ही भगवान कृष्ण चमत्कार दिखाया की साथ साथ जो है की उनका,की जाती है परन्तु कम उतना नहीं जब किसानों को अपने आपस में दूध पिला रहे थे मारने के लिए तभी भगवान की समस्या दिखाया के साथ साथ जो है की उनका,ki jati hai parantu kam putana ne jaba krrishna ko apana dudha pila rahe the marane ke lie taba hi bhagavana krrishna chamatkara dikhaya ki satha satha jo hai ki unaka,ki jati hai parantu kama utana nahim jaba kisanom ko apane apasa mem dudha pila rahe the marane ke lie tabhi bhagavana ki samasya dikhaya ke satha satha jo hai ki unaka,27.124,0.3870967741935484,0.2155688622754491,
02-12750-02,indicwhisper,gramvaani,telephony,N/A,नमस्कार श्रोताओं मैं सुनिधि लेकर आई हूँ बिहार मोबाइल वाणी पर शाम,नमस्कार श्रोताओं मैं सुनिधि लेकर आई हूँ बिहार मोबाइल वाणी आरोप शाम,namaskara shrotaom maim sunidhi lekara ai hu n bihara mobaila vani para shama,namaskara shrotaom maim sunidhi lekara ai hu n bihara mobaila vani aropa shama,12.176,0.07692307692307693,0.03896103896103896,
01-08134-02,indicwhisper,gramvaani,telephony,N/A,परीक्षा नौ अगस्त को खबर है नई दिल्ली से रेलवे ने सहायक लोको तकनीशियनों की की छबीस हजार पाँच सौ दो नियुक्तियों के लिए परीक्षा की तारीख नौ,नौ अगस्त को खबर है नई डेल्ही ऐसी रेलवे ने सहायक लोगों तकनीशियों की छब्बीस हजार पाँच सौ दो रिक्तियों के लिए परीक्षा की तारीख नौ अगस्त,pariksha nau agasta ko khabara hai nai dilli se relave ne sahayaka loko takanishiyanom ki ki chabisa hajara pa ncha sau do niyuktiyom ke lie pariksha ki tarikha nau,nau agasta ko khabara hai nai delhi aisi relave ne sahayaka logom takanishiyom ki chabbisa hajara pa ncha sau do riktiyom ke lie pariksha ki tarikha nau agasta,27.545,0.3103448275862069,0.1951219512195122,
01-09492-02,indicwhisper,gramvaani,telephony,N/A,की है रूट लाइन व कतार के,की है रूट लाइन वगैरह कतार के,ki hai ruta laina va katara ke,ki hai ruta laina vagairaha katara ke,5.036,0.14285714285714285,0.23333333333333334,
01-02482-01,indicwhisper,gramvaani,telephony,N/A,जयनगर अनुमंडल क्षेत्र से सुरेश कुमार गुप्ता जयनगर,जयनगर अनुमंडल ऐसी प्रेम कुमार गुप्ता जयनगर,jayanagara anumamdala kshetra se suresha kumara gupta jayanagara,jayanagara anumamdala aisi prema kumara gupta jayanagara,9.397,0.375,0.1875,
02-19405-01,indicwhisper,gramvaani,telephony,N/A,होता ई है कि एस एस जी चूकि महिलाओं का समूह है तो तुम्हारी मेहरारू को,होता ये है की एस एस जी चुकी महिलाओं का समूह है तो तुम्हारी महिलाओं को,hota i hai ki esa esa ji chuki mahilaom ka samuha hai to tumhari mehararu ko,hota ye hai ki esa esa ji chuki mahilaom ka samuha hai to tumhari mahilaom ko,11.632,0.125,0.09210526315789473,
01-06986-01,indicwhisper,gramvaani,telephony,N/A,सब्जियों की दुकाने फलों फलों के ठेले और तरह तरह के ठेलों की यातायात को बाध्य कई जगहों पर सड़क किनारे लोगों ने घर बना लिया हैं उनके लिए सड़क ही आंगन बन जाता हैं,सब्जियों की दुकाने फलों के खेले और तरह तरह के पहलों की यातायात को बाधित कई जगहों पर सड़क किनारे लोगों ने घर बना लिया है उनके लिए सड़क ही आंगन बन जाता है,sabjiyom ki dukane phalom phalom ke thele aura taraha taraha ke thelom ki yatayata ko badhya kai jagahom para sa daka kinare logom ne ghara bana liya haim unake lie sa daka hi amgana bana jata haim,sabjiyom ki dukane phalom ke khele aura taraha taraha ke pahalom ki yatayata ko badhita kai jagahom para sa daka kinare logom ne ghara bana liya hai unake lie sa daka hi amgana bana jata hai,29.577,0.16216216216216217,0.07614213197969544,
01-01715-03,indicwhisper,gramvaani,telephony,N/A,ये सुनना मैं बहुत पसंद करता हूँ मेरी जीवन में बदलाव की श्रण आती रहती है इसी के साथ में ये सन्देश देना चाहता हूँ बिहार मोबाइल वाणी के साथ,ये सुनना मैं बहुत पसंद करता हूँ मेरे जीवन में बदलाव आती रहती है इसी के साथ मैं ये सन्देश देना चाहता हूँ बिहार मोबाइल वाणी के साथ,ye sunana maim bahuta pasamda karata hu n meri jivana mem badalava ki shrana ati rahati hai isi ke satha mem ye sandesha dena chahata hu n bihara mobaila vani ke satha,ye sunana maim bahuta pasamda karata hu n mere jivana mem badalava ati rahati hai isi ke satha maim ye sandesha dena chahata hu n bihara mobaila vani ke satha,26.588,0.125,0.07784431137724551,
01-09945-03,indicwhisper,gramvaani,telephony,N/A,अगर आपके आस पास या आपका क्षेत्रों में भी कुछ ऐसी ही खबरें हैं हैं जो ज़रा हटके हैं हैं तो हमें ज़रूर बताएं अपने मोबाइल में नंबर तीन दबा कर कर और साथ ही इसका,अगर आपके आस पास या आपके क्षेत्रो में भी कुछ ऐसी ही खबरें है जो जरा हटके है तो हमें जरुर बताए अपने मोबाइल में नंबर तीन दबाकर और साथ ही इसका,agara apake asa pasa ya apaka kshetrom mem bhi kucha aisi hi khabarem haim haim jo zara hatake haim haim to hamem zarura bataem apane mobaila mem nambara tina daba kara kara aura satha hi isaka,agara apake asa pasa ya apake kshetro mem bhi kucha aisi hi khabarem hai jo jara hatake hai to hamem jarura batae apane mobaila mem nambara tina dabakara aura satha hi isaka,28.052,0.3333333333333333,0.11917098445595854,
01-05555-02,indicwhisper,gramvaani,telephony,N/A,किसानों को यह जानकारी किसान पाठशाला लगाकर उपलब्ध कराई जाए की जानकारी प्रखंड पीसी ने बताया की ये कार्यक्रम  में चलाया जायेगा जिसके लिए चयन की प्रक्रि प्रक्रिया अंतिम चरण उन्होंने बताया की चयनित,किसानों को यह जानकारी किसान पाठशाला लगाकर उपलब्ध कराई जाएगी इसकी जानकारी प्रखंड कृषि ने बताया की यह कार्यक्रम बैठकों में चलाया जाएगा इसके लिए चयन की प्रक्रिया अंतिम चरम उन्होंने बताया की चयनित,kisanom ko yaha janakari kisana pathashala lagakara upalabdha karai jae ki janakari prakhamda pisi ne bataya ki ye karyakrama mem chalaya jayega jisake lie chayana ki prakri prakriya amtima charana unhomne bataya ki chayanita,kisanom ko yaha janakari kisana pathashala lagakara upalabdha karai jaegi isaki janakari prakhamda krrishi ne bataya ki yaha karyakrama baithakom mem chalaya jaega isake lie chayana ki prakriya amtima charama unhomne bataya ki chayanita,43.94,0.2647058823529412,0.14222222222222222,
02-15827-01,indicwhisper,gramvaani,telephony,N/A,सहकारी मुखिया सिकंदर  दिवाकर महतो उमेश कुमार चौबे चौबे मिथिलेश महाराज विनीत जैसवाल सोहेल अंसारी ने,मुखिया सिकंदर का पददा दिवाकर महतो उमेश कुमार चौबे मोबाइल मीडिया महाराज विनीत जयसवाल सोहैल अंसारी ने,sahakari mukhiya sikamdara divakara mahato umesha kumara chaube chaube mithilesha maharaja vinita jaisavala sohela amsari ne,mukhiya sikamdara ka padada divakara mahato umesha kumara chaube mobaila midiya maharaja vinita jayasavala sohaila amsari ne,19.268,0.4375,0.28225806451612906,
01-11055-03,indicwhisper,gramvaani,telephony,N/A,कि कोई भी परेशानी होने पर आम लोग उनसे सीधा संपर्क कर सकते हैं एवं उनका हर मदद किया जाएगा इस कार्यक्रम को लेकर वहाँ उपस्थित लोगों के बीच,की कोई भी परेशानी होने आरोप आम लोग उनसे सीधा संपर्क कर सकते है एवं उनका हर मदद किया जायेगा इस कार्यक्रम को लेकर वहाँ उपस्थित लोगो के बीच,ki koi bhi pareshani hone para ama loga unase sidha samparka kara sakate haim evam unaka hara madada kiya jaega isa karyakrama ko lekara vaha n upasthita logom ke bicha,ki koi bhi pareshani hone aropa ama loga unase sidha samparka kara sakate hai evam unaka hara madada kiya jayega isa karyakrama ko lekara vaha n upasthita logo ke bicha,26.643,0.13333333333333333,0.03571428571428571,
01-10891-03,indicwhisper,gramvaani,telephony,N/A,सरकारी विमान कंपनी एयर इंडिया के पायलटों के  अपने उड़ान भत्तों के बकायें का तत्काल भुगतान नहीं होने पर परिचालन पायलटों का कहना है कि अन्य कर्मचारियों के वेतन और भत्तों का देर से ही सही लेकिन पूरा भुगतान हो रहा हैं,सरकारी विमानन कंपनी एयर इंडिया के पायलटों के एक ने अपने उड़ान भत्तों के बकाया का तत्काल भुगतान नहीं होने आरोप परिचालन पायलटों का कहना है की अन्य कर्मचारियों के वेतन और भत्तों का देर से ही सही लेकिन पूरा भुगतान हो रहा है,sarakari vimana kampani eyara imdiya ke payalatom ke apane u dana bhattom ke bakayem ka tatkala bhugatana nahim hone para parichalana payalatom ka kahana hai ki anya karmachariyom ke vetana aura bhattom ka dera se hi sahi lekina pura bhugatana ho raha haim,sarakari vimanana kampani eyara imdiya ke payalatom ke eka ne apane u dana bhattom ke bakaya ka tatkala bhugatana nahim hone aropa parichalana payalatom ka kahana hai ki anya karmachariyom ke vetana aura bhattom ka dera se hi sahi lekina pura bhugatana ho raha hai,46.891,0.13953488372093023,0.05859375,
02-18071-01,indicwhisper,gramvaani,telephony,N/A,हम लोगों को वेतन नहीं दिया जा रहा हैं इधर जिस आवास में हम लोग रहते हैं उस उसके मालिक को भी कंपनी की और से से ताला बंद करने का फरमान दिया गया है,ऐसी हम लोगों को वेतन नहीं दिया जा रहा है इधर जिस आवास में हम लोग रहते है उसके मालिक को भी कंपनी की ओर ऐसी ताला बंद करने का फरमान दिया गया है,hama logom ko vetana nahim diya ja raha haim idhara jisa avasa mem hama loga rahate haim usa usake malika ko bhi kampani ki aura se se tala bamda karane ka pharamana diya gaya hai,aisi hama logom ko vetana nahim diya ja raha hai idhara jisa avasa mem hama loga rahate hai usake malika ko bhi kampani ki ora aisi tala bamda karane ka pharamana diya gaya hai,25.335,0.2,0.09497206703910614,
02-17099-01,indicwhisper,gramvaani,telephony,N/A,मै रजनी कुमार सिंह जमुई से सोमवार को जिला परिषद की सामान्य बैठक अध्यक्ष व उपाध्यक्ष की,मैं रजनी कुमार सिंह जमुई ऐसी सोमवार को जिला परिषद की सामान्य बैठक अध्यक्ष वगैरह उपाध्यक्ष की,mai rajani kumara simha jamui se somavara ko jila parishada ki samanya baithaka adhyaksha va upadhyaksha ki,maim rajani kumara simha jamui aisi somavara ko jila parishada ki samanya baithaka adhyaksha vagairaha upadhyaksha ki,17.358,0.17647058823529413,0.102803738317757,
01-06730-01,indicwhisper,gramvaani,telephony,N/A,है काफी प्रदूषण को लेकर आम लोगों को भी को भी जागरूक होने जरुरत है अन्यथा एक ऐसा समय आएगा जब प्रदूषण के दूषण के कारण जीवन  धन्यवाद,साथ ही प्रदूषण को लेकर आम लोगों को भी जागरूक होना जरुरत है यह न था एक ऐसा समय आयेगा जब प्रदूषण के कारण जीवन का धन्यवाद,hai kaphi pradushana ko lekara ama logom ko bhi ko bhi jagaruka hone jarurata hai anyatha eka aisa samaya aega jaba pradushana ke dushana ke karana jivana dhanyavada,satha hi pradushana ko lekara ama logom ko bhi jagaruka hona jarurata hai yaha na tha eka aisa samaya ayega jaba pradushana ke karana jivana ka dhanyavada,26.409,0.42857142857142855,0.20606060606060606,
01-10262-03,indicwhisper,gramvaani,telephony,N/A,उद्देश्य है तभी तो इसमें सरकारी खर्च कल्याणकारी योजनाओं का चयन उनकी योजना का निष्पादन के तरीके और अनुवर्ती तरीके की लिए बहुत सारी विधियाँ होंगी,उद्देश्य है तभी तो इसमें सरकारी खर्च कल्याणकारी योजनाओं का चयन उनकी योजना का निष्पादन के तरीके और अनुवर्ती तरीके के लिए बहुत सारी विधियाँ होंगी,uddeshya hai tabhi to isamem sarakari kharcha kalyanakari yojanaom ka chayana unaki yojana ka nishpadana ke tarike aura anuvarti tarike ki lie bahuta sari vidhiya n homgi,uddeshya hai tabhi to isamem sarakari kharcha kalyanakari yojanaom ka chayana unaki yojana ka nishpadana ke tarike aura anuvarti tarike ke lie bahuta sari vidhiya n homgi,30.935,0.037037037037037035,0.0058823529411764705,
01-03753-01,indicwhisper,gramvaani,telephony,N/A,ग्राम पंचायत द्वारा प पानी की कोई सुविधा नहीं की जा रही है है यदि दि ग्राम पंचायत त द्वारा प पानी की कुछ की गयी है है तो,ग्राम पंचायत द्वारा पानी की कोई सुविधा नहीं की जा रही है यदि ग्राम पंचायत द्वारा पानी की कुछ की गयी है तो,grama pamchayata dvara pa pani ki koi suvidha nahim ki ja rahi hai hai yadi di grama pamchayata ta dvara pa pani ki kucha ki gayi hai hai to,grama pamchayata dvara pani ki koi suvidha nahim ki ja rahi hai yadi grama pamchayata dvara pani ki kucha ki gayi hai to,20.524,0.20689655172413793,0.14285714285714285,
